accession,organism_name,organism_tidy_name,country,isolation_source,genome_size,cell_type,temp_cat,classic,hybrid,unorthodox,h_pt,his_ka,che_a,ntr_c,prr_a,omp_r,nar_l,cy_c_c,lyt_tr,spo0a,yes_n,che_b,rpf_g,che_v,rsb_u,ami_r_nas_r,ple_d_vie_a,ple_d,vie_a,cit_t,che_y,csr_a,ycb_b,pil_b,lys_r,ars_r,frz_z,sarp,mer_r,bet_r,alp_a,hxl_r,xre,che_c,trx_b,lmb_e,wca_a,pgl_z,vie_b,hal_x,icl_r,unclassified
GCA_017859715.1,Synechococcus sp. DEBay_Sum29DG08_34,Synechococcus_sp__DEBay_Sum29DG08_34,USA: Delaware Bay,bay water summer D sample 29 PSU in greater than .8 micron size fraction,2453810,single,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_018224285.1,Arthrospira sp. SH-MAG29,Arthrospira_sp__SH_MAG29,Chile: Tarapaca Salar de Huasco,shallow sediments of the Salar de Huasco lagoon,4854096,filament,temperate,41,33,5,1,1,2,0,0,16,7,4,0,0,0,2,0,0,2,0,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_018258955.1,Roseofilum reptotaenium RR100-1,Roseofilum_reptotaenium_RR100_1,Virgin Islands,Diploria strigosa and Siderastrea siderea,5610340,filament,temperate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCF_018282115.1,Synechocystis sp. PCC 7338,Synechocystis_sp__PCC_7338,USA,Tidal pool,3832803,single,temperate,26,9,2,1,1,3,0,0,10,6,0,0,0,1,0,1,0,1,0,2,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GCA_018295965.1,Dolichospermum sp. DET67,Dolichospermum_sp__DET67,USA: Heater Creek arm; Detroit Lake; Oregon,lake water,6126501,filament,temperate,22,13,1,1,3,4,0,0,11,12,1,0,0,1,1,0,0,3,0,1,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_018295975.1,Dolichospermum sp. DET50,Dolichospermum_sp__DET50,USA: Heater Creek arm; Detroit Lake; Oregon,lake water,6065531,filament,temperate,22,13,1,1,3,4,0,0,11,11,1,0,0,1,1,0,0,3,0,1,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_018295985.1,Dolichospermum sp. DET66,Dolichospermum_sp__DET66,USA: Blowout Creek arm Detroit Reservoir; Oregon,lake water,6113795,filament,temperate,22,13,1,1,3,4,0,0,11,12,1,0,0,1,1,0,0,3,0,1,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCF_018336915.1,Acaryochloris marina S15,Acaryochloris_marina_S15,USA: Shelter Cove; CA,surface of Pikea pinnata,7112772,agregate,temperate,54,43,2,2,1,4,0,0,20,9,0,0,0,1,0,0,0,2,0,11,11,0,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
GCA_018399015.1,Cyanobium sp. M30B3,Cyanobium_sp__M30B3,Russia: Republic of Khakassia; Shirinsky District,Lake Shunet,3180296,single,cold-freezing,10,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_018447705.1,Dolichospermum sp. BR01,Dolichospermum_sp__BR01,USA: Blue River Reservoir; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,5575959,filament,temperate,23,9,0,1,1,3,0,0,11,9,1,0,0,1,1,0,0,2,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_018447755.1,Dolichospermum sp. OL01,Dolichospermum_sp__OL01,USA: Sunset Cove; Odell Lake; Oregon,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,5274066,filament,temperate,19,9,0,1,1,2,0,0,12,8,0,0,0,1,0,0,0,2,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_018447775.1,Dolichospermum sp. WA123,Dolichospermum_sp__WA123,USA: Browns Lake; Washington,freshwater lake cyanobacterial bloom; sample filtered onto 1.2 um poresize filter,4984963,filament,temperate,20,9,0,1,1,2,0,0,11,10,0,0,0,1,0,0,0,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_018457135.1,Trichodesmium erythraeum GBRTRLIN201,Trichodesmium_erythraeum_GBRTRLIN201,Australia:Great Barrier Reef Lagoon,non-axenic enrichment culture inoculated with Trichodesmium trichomes collected from seawater; maintained in YBC-II_artificial_seawater; biomass sampled from culture in 2019-05 for DNA extraction,7221323,filament,temperate,19,11,1,1,0,3,0,0,6,3,1,0,0,0,1,0,0,2,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCF_018502385.1,Synechococcus sp. LA31,Synechococcus_sp__LA31,USA: Narragansett Bay Time Series; Narragansett; Rhode Island,Water collected as part of the Narragansett Bay Time Series,2752151,single,temperate,13,1,0,0,1,0,0,0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_018969285.1,Cyanobacteria bacterium REEB494,Cyanobacteria_bacterium_REEB494,China: Jiangxi,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,3760964,NA,temperate,14,6,1,0,1,0,0,0,9,5,0,0,0,1,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCA_018970085.1,Cyanobacteria bacterium REEB459,Cyanobacteria_bacterium_REEB459,China: Jiangxi,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,3241887,NA,temperate,15,1,0,0,2,1,0,0,9,5,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_019038415.1,Synechococcus sp. CCY 9618,Synechococcus_sp__CCY_9618,Netherlands: Vinkeveen,ENVO:00002011,2927161,single,cold-freezing,8,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_019038465.1,Synechococcus sp. CCY 0621,Synechococcus_sp__CCY_0621,Netherlands: Leiden,ENVO:00002011,3230971,single,cold-freezing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_019038475.1,Synechococcus sp. CCAP 1479/13,Synechococcus_sp__CCAP_1479_13,United Kingdom: Lake Windermere,ENVO:00002011,3299582,single,cold-freezing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_019038515.1,Synechococcus sp. CCAP 1479/10,Synechococcus_sp__CCAP_1479_10,United Kingdom: Lake Windermere,ENVO:00002011,3313705,single,cold-freezing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCA_019038535.1,Synechococcus sp. CCAP 1479/9,Synechococcus_sp__CCAP_1479_9,United Kingdom: Lake Windermere,ENVO:00002011,3288920,single,cold-freezing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GCF_019104765.1,Synechococcus sp. HK05,Synechococcus_sp__HK05,China: The Pearl River Estuary,estuarine water [ENVO:01000301],2527587,single,temperate,12,0,0,0,1,0,0,0,14,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_019192545.1,Rivularia sp. (in: Bacteria),Rivularia_sp___in__Bacteria_,Pacific Ocean: Station ALOHA,Trichodesmium-associated heterocystous diazotroph (hetDA) enrichment; trichodesmium colony originally collected aboard the R/V Kilo Moana (KM10-13) near Station ALOHA,9193454,filament,temperate,85,59,3,1,1,4,0,0,19,15,0,0,0,1,0,1,0,2,0,2,2,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
GCA_019264515.1,Vulcanococcus sp.,Vulcanococcus_sp_,USA: New York; Conesus Lake,lake water,2602461,single,temperate,9,0,0,0,1,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_019264575.1,Vulcanococcus sp.,Vulcanococcus_sp_,USA: New York; Conesus Lake,lake water,2671570,single,temperate,12,0,0,0,1,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_019358835.1,Tildeniella torsiva UHER 1998/13D,Tildeniella_torsiva_UHER_1998_13D,Slovakia: Slovak Paradise National Park; Hrabusice; Kosice Region,subaerial limestone,5838599,filament,temperate,42,28,1,0,3,2,0,0,20,11,3,0,0,1,1,1,0,1,0,8,2,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
GCA_019358855.1,Timaviella obliquedivisa GSE-PSE-MK23-08B,Timaviella_obliquedivisa_GSE_PSE_MK23_08B,USA: Grand Staircase Escalante National Monument; Utah,wet wall hanging garden on a sandstone rock wall in the Carmel-Page formation; partly covered with organic debris; mosses and vascular plants,4911535,filament,temperate,44,28,0,1,1,3,0,0,15,9,0,0,0,0,0,0,0,2,0,1,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_019358875.1,Symplocastrum torsivum CPER-KK1,Symplocastrum_torsivum_CPER_KK1,USA: Central Plains Experimental Range; Colorado,short-grass prairie soil,7803281,filament,temperate,85,58,7,3,2,6,0,0,14,13,7,0,0,0,2,1,0,2,0,2,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
GCA_019358895.1,Tildeniella nuda ZEHNDER 1965/U140,Tildeniella_nuda_ZEHNDER_1965_U140,Switzerland: Stansstaad; Zurih,wet stone wall,6082730,filament,temperate,50,26,4,1,1,2,0,0,17,13,0,0,0,0,0,1,0,2,0,2,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
GCA_019358915.1,Trichormus sp. ATA11-4-KO1,Trichormus_sp__ATA11_4_KO1,Chile: Atacama Desert; Tarapaca Region,soil; at the bottom of a wash with some plants,5970731,filament,temperate,59,33,2,0,1,3,0,0,17,13,0,0,0,2,0,1,0,2,0,1,3,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GCA_019358945.1,Stenomitos rutilans HA7619-LM2,Stenomitos_rutilans_HA7619_LM2,USA: Waikapalae cave; Hawaii,cave walls,7280192,filament,temperate,78,28,2,1,1,6,0,0,17,20,1,0,0,1,1,1,0,3,0,2,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
GCA_019358975.1,Trichocoleus desertorum ATA4-8-CV12,Trichocoleus_desertorum_ATA4_8_CV12,Chile: Atacama Region; Atacama Desert,soil; soft; sandy surface with really good crust,6064330,filament,temperate,90,44,4,1,3,3,0,0,16,13,0,0,0,0,2,1,0,2,0,3,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
GCA_019358985.1,Tolypothrix brevis GSE-NOS-MK-07-07A,Tolypothrix_brevis_GSE_NOS_MK_07_07A,USA: Grand Staircase Escalante National Monument; Utah,wet rock wall; Lower Calf Creek Falls; Navajo sandstone,6520896,filament,temperate,40,20,0,1,1,3,0,0,13,10,0,0,0,0,1,1,0,2,0,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
GCA_019359015.1,Spirirestis rafaelensis WJT71-NPBG6,Spirirestis_rafaelensis_WJT71_NPBG6,USA: Pinto Wells; Joshua Tree National Park; Colorado Desert; CA,granitic soil,7071876,filament,temperate,57,37,2,0,1,2,0,0,16,16,0,0,0,2,0,1,0,2,0,0,2,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6
GCA_019359035.1,Scytonematopsis contorta HA4267-MV1,Scytonematopsis_contorta_HA4267_MV1,USA: Palolo Valley Trail; Honolulu; Hawaii,mud from waterfall,10657584,filament,temperate,120,69,2,0,3,6,0,0,24,26,0,0,0,5,1,1,0,2,0,1,1,1,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10
GCA_019359045.1,Scytolyngbya sp. HA4215-MV1,Scytolyngbya_sp__HA4215_MV1,USA: Laie Falls; Oahu; Hawaii,sample from the stream from Laie Falls,6618851,filament,temperate,79,70,2,2,2,2,0,0,21,14,2,0,0,0,0,1,0,4,0,2,4,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6
GCA_019359075.1,Scytonema hyalinum WJT4-NPBG1,Scytonema_hyalinum_WJT4_NPBG1,USA: Mojave Desert; Joshua Tree National Park; California,well developed soil crust,8399904,filament,temperate,65,53,2,1,3,4,0,0,18,21,0,0,0,5,1,1,0,2,0,0,3,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
GCA_019359095.1,Pleurocapsa minor HA4230-MV1,Pleurocapsa_minor_HA4230_MV1,USA: Nuuanu Pali Lookout; Hawaii,cement on trail by cement wall,5636891,single,temperate,44,20,0,1,3,5,0,0,20,10,0,0,0,1,0,1,0,2,0,4,5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
GCA_019359155.1,Pegethrix bostrychoides GSE-TBD4-15B,Pegethrix_bostrychoides_GSE_TBD4_15B,USA: Grand Staircase-escalante National Monument; Utah,sandstone seep wall,5724334,filament,temperate,67,34,1,1,1,5,0,0,21,12,1,0,0,1,0,0,0,3,0,4,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
GCA_019359165.1,Plectolyngbya sp. WJT66-NPBG17,Plectolyngbya_sp__WJT66_NPBG17,USA: Mojave Desert; Joshua Tree National Park; California,well developed soil crust,6031298,filament,temperate,62,53,2,1,3,5,0,0,17,19,1,0,0,0,2,1,0,2,0,1,1,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_019359175.1,Phormidium tanganyikae FI6-MK23,Phormidium_tanganyikae_FI6_MK23,USA: Fort Irwin; California,granitic soil; undisturbed desert,5741135,filament,temperate,57,52,2,1,3,4,0,0,20,14,1,0,0,0,2,1,1,2,0,1,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_019359215.1,Nostoc indistinguendum CM1-VF10,Nostoc_indistinguendum_CM1_VF10,USA: Clark Mountains; San Bernardino; California,gravelly and rocky gypsiferous soil near a gypsum mine,8868606,filament,temperate,67,47,3,4,4,2,0,0,20,31,0,0,0,5,1,1,0,4,0,3,5,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
GCA_019359235.1,Oscillatoria princeps RMCB-10,Oscillatoria_princeps_RMCB_10,Austria: Lower Austria; Lunzer Lake,blue-green mat floating on water surface of lake,8493665,filament,cold-freezing,98,58,5,2,2,6,0,0,12,6,6,0,0,0,4,1,0,3,0,6,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
GCA_019359245.1,Nostoc desertorum CM1-VF14,Nostoc_desertorum_CM1_VF14,USA: Clark Mountains; San Bernardino; California,rocky gypsiferous soil,8704112,filament,temperate,87,52,3,1,3,5,0,0,19,27,0,0,0,2,2,1,0,3,0,3,5,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
GCA_019359275.1,Myxacorys chilensis ATA2-1-KO14,Myxacorys_chilensis_ATA2_1_KO14,Chile: Coquimbo Region; Atacama Desert,soil; very fine sand with crust,5876969,filament,temperate,62,39,1,2,2,3,0,0,15,13,0,0,0,0,0,1,0,1,0,1,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
GCA_019359285.1,Nodosilinea sp. WJT8-NPBG4,Nodosilinea_sp__WJT8_NPBG4,USA: Pinto Basin; Colorado Desert; California,soil; lower alluvial fan with plants; and algal crusts,5911223,filament,temperate,36,45,0,1,4,5,0,0,14,6,3,0,0,1,1,1,0,1,0,4,2,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
GCA_019359315.1,Myxacorys californica WJT36-NPBG1,Myxacorys_californica_WJT36_NPBG1,USA: California; Joshua Tree National Park; Mojave Desert,sandy; gravelly soil from granitic outcrops; plants and well developed algal crusts,5966494,filament,temperate,54,41,1,2,1,4,0,0,12,9,0,0,0,0,1,1,0,1,0,1,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
GCA_019359325.1,Mojavia pulchra JT2-VF2,Mojavia_pulchra_JT2_VF2,USA: Cadiz Valley; Joshua Tree National Park; CA,desert soil,8192881,single,temperate,81,60,1,0,4,5,0,0,20,14,0,0,0,2,2,1,0,2,0,1,2,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
GCA_019359355.1,Microcoleus vaginatus WJT46-NPBG5,Microcoleus_vaginatus_WJT46_NPBG5,USA: California; Joshua Tree National Park; Colorado Desert,sandy; gravelly soil,6457322,filament,temperate,105,60,4,1,1,5,0,0,11,6,2,0,0,0,1,1,0,3,0,6,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
GCA_019359375.1,Lyngbya sp. HA4199-MV5,Lyngbya_sp__HA4199_MV5,USA: Ahupuaa O Kahana State Park; Hawaii,soil with bryophytes and blackish mats,6912620,filament,temperate,70,32,1,1,1,5,0,0,18,20,1,0,0,0,1,1,0,2,0,2,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
GCA_019359395.1,Komarekiella atlantica HA4396-MV6,Komarekiella_atlantica_HA4396_MV6,USA: Theobald House; Kauai; HI,Cyanobacterial mat from puddle beside house,7783819,single,temperate,73,51,1,0,1,2,0,0,21,21,0,0,0,4,0,1,0,3,0,1,3,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
GCA_019359415.1,Iphinoe sp. HA4291-MV1,Iphinoe_sp__HA4291_MV1,USA: Maunawili Falls; Hawaii,trail next to Maunawili Fall,7360925,NA,temperate,39,19,0,1,1,5,0,0,13,12,0,0,0,0,2,0,0,3,0,0,1,1,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
GCA_019359445.1,Kastovskya adunca ATA6-11-RM4,Kastovskya_adunca_ATA6_11_RM4,Chile: Atacama Desert,soil and gravel on top; site at the top of the trail walking to the Pacific Ocean,5085095,filament,temperate,62,21,2,1,0,1,0,0,16,4,0,0,0,0,0,1,0,2,0,3,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
GCA_019359495.1,Goleter apudmare HA4340-LM2,Goleter_apudmare_HA4340_LM2,USA: Maniniholo cave; Kauai; Hawaii,cave wall; scraping from roof of cave near entrance,6711310,NA,temperate,67,36,1,0,1,3,0,0,17,15,0,0,0,1,0,1,0,2,0,1,3,1,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
GCA_019359505.1,Drouetiella hepatica Uher 2000/2452,Drouetiella_hepatica_Uher_2000_2452,Slovakia: Slovak Paradise National Park; Hrabusice; Kosice Region,subaerial limestone,6416890,filament,temperate,66,29,1,1,2,6,0,0,24,13,2,0,0,0,0,1,0,3,0,2,3,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
GCA_019359515.1,Desmonostoc vinosum HA7617-LM4,Desmonostoc_vinosum_HA7617_LM4,USA: Waikapalae cave; Hawaii,cave wall,7214837,filament,temperate,67,50,4,0,1,3,0,0,15,15,0,0,0,3,0,1,0,3,0,1,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
GCA_019359595.1,Cyanomargarita calcarea GSE-NOS-MK-12-04C,Cyanomargarita_calcarea_GSE_NOS_MK_12_04C,USA: Grand Staircase Escalante National Monument; Utah,wet limestone wall in the Sheep Creek Drainage,7921124,filament,temperate,68,38,0,1,2,4,0,0,18,13,0,0,0,1,0,1,0,2,0,0,3,1,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
GCA_019359615.1,Cyanosarcina radialis HA8281-LM2,Cyanosarcina_radialis_HA8281_LM2,USA: Makauwahi cave; Hawaii,damp rock above a pool in the cave,6498097,agregate,temperate,40,35,1,2,2,5,0,0,19,13,0,0,0,0,1,0,1,1,0,8,4,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
GCA_019359625.1,Brasilonema octagenarum HA4186-MV1,Brasilonema_octagenarum_HA4186_MV1,USA: Manoa Valley; Hawaii,wet wall collection from an east facing slope at the Manoa Valley overlook,8066605,filament,temperate,57,29,0,1,2,3,0,0,22,13,0,0,0,2,0,1,0,2,0,0,1,1,0,27,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10
GCA_019359675.1,Calothrix sp. FI2-JRJ7,Calothrix_sp__FI2_JRJ7,USA: Red Pass Lake area; Fort Irwin; California,granitic desert soil,8663394,filament,temperate,84,63,1,0,2,4,0,0,19,15,1,0,0,1,1,1,0,2,0,1,3,0,0,38,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
GCA_019359695.1,Brasilonema angustatum HA4187-MV1,Brasilonema_angustatum_HA4187_MV1,USA: Manoa Valley; Honolulu; Hawaii,moss bank soil,8509522,filament,temperate,56,27,0,2,3,4,0,0,20,16,0,0,0,3,1,1,0,3,0,0,2,1,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8
GCA_019359725.1,Aphanocapsa lilacina HA4352-LM1,Aphanocapsa_lilacina_HA4352_LM1,USA: Maniniholo cave; near Haena; Kauai; HI,near cave entrance; scraping from roof of cave,4198540,single,temperate,28,10,0,1,2,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GCA_019359745.1,Aphanothece saxicola GSE-SYN-MK-01-06B,Aphanothece_saxicola_GSE_SYN_MK_01_06B,USA: Grand Staircase Escalante National Monument; Utah,wet rock wall,3247837,single,temperate,7,3,1,0,1,0,0,0,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_019359795.1,Aetokthonos hydrillicola CCALA 1050,Aetokthonos_hydrillicola_CCALA_1050,USA: South Carolina,underside of aquatic plants in freshwater lake,9546647,filament,temperate,102,66,3,0,2,7,0,0,20,14,0,0,0,2,3,1,0,5,0,0,2,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14
GCF_019598945.1,Sphaerospermopsis torques-reginae ITEP-024,Sphaerospermopsis_torques_reginae_ITEP_024,Brazil: Tapacura reservoir; Pernambuco,fresh water [ENVO:00002011],5254542,filament,temperate,23,10,1,0,2,2,0,0,11,6,0,0,0,1,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GCF_019924095.1,Synechocystis sp. PCC 7339,Synechocystis_sp__PCC_7339,USA,Tidal pool,3876863,single,temperate,27,9,2,1,1,3,0,0,10,6,0,0,0,1,0,1,0,0,0,2,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
GCA_020244565.1,Microcystis sp. M62BS1,Microcystis_sp__M62BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5236937,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244575.1,Microcystis sp. M61BS1,Microcystis_sp__M61BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5272723,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244585.1,Microcystis sp. M59BS1,Microcystis_sp__M59BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5259998,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244595.1,Microcystis sp. M63BS1,Microcystis_sp__M63BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5283959,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244605.1,Microcystis sp. M60BS1,Microcystis_sp__M60BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5335425,single,temperate,12,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_020244665.1,Microcystis sp. M53BS1,Microcystis_sp__M53BS1,Brazil: Belo Horizonte;Pampulha lake,freshwater surface (50 cm depth),5316680,single,temperate,11,5,0,0,2,1,0,0,8,4,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
